district,year,season,ndvi
Salem,2011,Rabi,0.447
Salem,2011,Zaid,0.479
Salem,2012,Kharif,0.5447
Salem,2012,Rabi,0.4907
Salem,2012,Zaid,0.4458
Salem,2013,Kharif,0.4805
Salem,2013,Rabi,0.5203
Salem,2013,Zaid,0.4662
Salem,2014,Kharif,0.5316
Salem,2014,Rabi,0.4387
Salem,2014,Zaid,0.4167
Salem,2015,Kharif,0.5127
Salem,2015,Rabi,0.3757
Salem,2015,Zaid,0.4489
Salem,2016,Kharif,0.4787
Salem,2016,Rabi,0.4318
Salem,2016,Zaid,0.4657
Salem,2017,Kharif,0.5596
Salem,2017,Rabi,0.4499
Salem,2017,Zaid,0.4339
Salem,2018,Kharif,0.5518
Salem,2018,Rabi,0.473
Salem,2018,Zaid,0.474
Salem,2019,Kharif,0.5486
Salem,2019,Rabi,0.4856
Salem,2019,Zaid,0.4074
Salem,2020,Kharif,0.5152
Salem,2020,Rabi,0.3381
Salem,2020,Zaid,0.4197
Salem,2021,Kharif,0.5625
Salem,2021,Rabi,0.4604
Salem,2021,Zaid,0.4437
Salem,2022,Kharif,0.468
Salem,2022,Rabi,0.5445
Salem,2022,Zaid,0.3698
Salem,2023,Kharif,0.523
Salem,2023,Rabi,0.4318
Salem,2023,Zaid,0.3743
Sivaganga,2003,Kharif,0.4056
Sivaganga,2003,Rabi,0.4653
Sivaganga,2003,Zaid,0.3687
Sivaganga,2004,Kharif,0.3371
Sivaganga,2004,Rabi,0.3274
Sivaganga,2004,Zaid,0.3268
Sivaganga,2005,Kharif,0.4487
Sivaganga,2005,Rabi,0.3383
Sivaganga,2005,Zaid,0.3384
Sivaganga,2006,Kharif,0.4628
Sivaganga,2006,Rabi,0.3539
Sivaganga,2006,Zaid,0.3353
Sivaganga,2007,Kharif,0.4315
Sivaganga,2007,Rabi,0.3365
Sivaganga,2007,Zaid,0.2961
Sivaganga,2008,Kharif,0.4223
Sivaganga,2008,Rabi,0.3263
Sivaganga,2008,Zaid,0.2708
Sivaganga,2009,Kharif,0.4394
Sivaganga,2009,Rabi,0.3329
Sivaganga,2009,Zaid,0.3302
Sivaganga,2010,Kharif,0.3882
Sivaganga,2010,Rabi,0.3649
Sivaganga,2010,Zaid,0.3153
Sivaganga,2011,Kharif,0.3812
Sivaganga,2011,Rabi,0.4173
Sivaganga,2011,Zaid,0.3542
Sivaganga,2012,Kharif,0.4175
Sivaganga,2012,Rabi,0.3588
Sivaganga,2012,Zaid,0.3571
Sivaganga,2013,Kharif,0.3614
Sivaganga,2013,Rabi,0.3433
Sivaganga,2013,Zaid,0.3224
Sivaganga,2014,Kharif,0.3975
Sivaganga,2014,Rabi,0.3581
Sivaganga,2014,Zaid,0.3158
Sivaganga,2015,Kharif,0.4155
Sivaganga,2015,Rabi,0.3282
Sivaganga,2015,Zaid,0.3673
Sivaganga,2016,Kharif,0.3981
Sivaganga,2016,Rabi,0.3623
Sivaganga,2016,Zaid,0.3079
Sivaganga,2017,Kharif,0.4125
Sivaganga,2017,Rabi,0.3376
Sivaganga,2017,Zaid,0.2968
Sivaganga,2018,Kharif,0.3936
Sivaganga,2018,Rabi,0.3017
Sivaganga,2018,Zaid,0.3643
Sivaganga,2019,Kharif,0.3792
Sivaganga,2019,Rabi,0.4011
Sivaganga,2019,Zaid,0.2476
Sivaganga,2020,Kharif,0.4577
Sivaganga,2020,Rabi,0.3611
Sivaganga,2020,Zaid,0.3217
Sivaganga,2021,Kharif,0.3891
Sivaganga,2021,Rabi,0.3394
Sivaganga,2021,Zaid,0.3525
Sivaganga,2022,Kharif,0.3841
Sivaganga,2022,Rabi,0.4544
Sivaganga,2022,Zaid,0.3656
Sivaganga,2023,Kharif,0.3886
Sivaganga,2023,Rabi,0.3923
Sivaganga,2023,Zaid,0.3181
Tenkasi,2003,Kharif,0.6877
Tenkasi,2003,Rabi,0.6105
Tenkasi,2003,Zaid,0.6192
Tenkasi,2004,Kharif,0.7127
Tenkasi,2004,Rabi,0.5858
Tenkasi,2004,Zaid,0.6077
Tenkasi,2005,Kharif,0.6432
Tenkasi,2005,Rabi,0.6384
Tenkasi,2005,Zaid,0.4745
Tenkasi,2006,Kharif,0.7145
Tenkasi,2006,Rabi,0.5805
Tenkasi,2006,Zaid,0.5234
Tenkasi,2007,Kharif,0.6447
Tenkasi,2007,Rabi,0.5984
Tenkasi,2007,Zaid,0.5955
Tenkasi,2008,Kharif,0.6792
Tenkasi,2008,Rabi,0.5957
Tenkasi,2008,Zaid,0.5796
Tenkasi,2009,Kharif,0.7019
Tenkasi,2009,Rabi,0.6014
Tenkasi,2009,Zaid,0.575
Tenkasi,2010,Kharif,0.6326
Tenkasi,2010,Rabi,0.5908
Tenkasi,2010,Zaid,0.5498
Tenkasi,2011,Kharif,0.6972
Tenkasi,2011,Rabi,0.6482
Tenkasi,2011,Zaid,0.5385
Tenkasi,2012,Kharif,0.6773
Tenkasi,2012,Rabi,0.5896
Tenkasi,2012,Zaid,0.5825
Tenkasi,2013,Kharif,0.5915
Tenkasi,2013,Rabi,0.6227
Tenkasi,2013,Zaid,0.5379
Tenkasi,2014,Kharif,0.7045
Tenkasi,2014,Rabi,0.6285
Tenkasi,2014,Zaid,0.5999
Tenkasi,2015,Kharif,0.7596
Tenkasi,2015,Rabi,0.6755
Tenkasi,2015,Zaid,0.5129
Tenkasi,2016,Kharif,0.5993
Tenkasi,2016,Rabi,0.5639
Tenkasi,2016,Zaid,0.6006
Tenkasi,2017,Kharif,0.6972
Tenkasi,2017,Rabi,0.6028
Tenkasi,2017,Zaid,0.5839
Tenkasi,2018,Kharif,0.7062
Tenkasi,2018,Rabi,0.5627
Tenkasi,2018,Zaid,0.5754
Tenkasi,2019,Kharif,0.6796
Tenkasi,2019,Rabi,0.5955
Tenkasi,2019,Zaid,0.5403
Tenkasi,2020,Kharif,0.6168
Tenkasi,2020,Rabi,0.5129
Tenkasi,2020,Zaid,0.5142
Tenkasi,2021,Kharif,0.7329
Tenkasi,2021,Rabi,0.6312
Tenkasi,2021,Zaid,0.5085
Tenkasi,2022,Kharif,0.6414
Tenkasi,2022,Rabi,0.5707
Tenkasi,2022,Zaid,0.501
Tenkasi,2023,Kharif,0.6898
Tenkasi,2023,Rabi,0.5706
Tenkasi,2023,Zaid,0.5952
Thanjavur,2003,Kharif,0.6414
Thanjavur,2003,Rabi,0.6022
Thanjavur,2003,Zaid,0.5253
Thanjavur,2004,Kharif,0.6921
Thanjavur,2004,Rabi,0.6079
Thanjavur,2004,Zaid,0.53
Thanjavur,2005,Kharif,0.6638
Thanjavur,2005,Rabi,0.6373
Thanjavur,2005,Zaid,0.5566
Thanjavur,2006,Kharif,0.6718
Thanjavur,2006,Rabi,0.5613
Thanjavur,2006,Zaid,0.6564
Thanjavur,2007,Kharif,0.6394
Thanjavur,2007,Rabi,0.6106
Thanjavur,2007,Zaid,0.5576
Thanjavur,2008,Kharif,0.7264
Thanjavur,2008,Rabi,0.6757
Thanjavur,2008,Zaid,0.536
Thanjavur,2009,Kharif,0.621
Thanjavur,2009,Rabi,0.6007
Thanjavur,2009,Zaid,0.4741
Thanjavur,2010,Kharif,0.673
Thanjavur,2010,Rabi,0.6363
Thanjavur,2010,Zaid,0.601
Thanjavur,2011,Kharif,0.6849
Thanjavur,2011,Rabi,0.666
Thanjavur,2011,Zaid,0.5276
Thanjavur,2012,Kharif,0.7181
Thanjavur,2012,Rabi,0.5644
Thanjavur,2012,Zaid,0.6048
Thanjavur,2013,Kharif,0.6306
Thanjavur,2013,Rabi,0.6083
Thanjavur,2013,Zaid,0.6214
Thanjavur,2014,Kharif,0.6984
Thanjavur,2014,Rabi,0.6312
Thanjavur,2014,Zaid,0.6111
Thanjavur,2015,Kharif,0.6452
Thanjavur,2015,Rabi,0.5774
Thanjavur,2015,Zaid,0.6561
Thanjavur,2016,Kharif,0.7392
Thanjavur,2016,Rabi,0.6268
Thanjavur,2016,Zaid,0.4866
Thanjavur,2017,Kharif,0.6406
Thanjavur,2017,Rabi,0.6028
Thanjavur,2017,Zaid,0.5544
Thanjavur,2018,Kharif,0.7652
Thanjavur,2018,Rabi,0.6226
Thanjavur,2018,Zaid,0.4813
Thanjavur,2019,Kharif,0.6873
Thanjavur,2019,Rabi,0.7154
Thanjavur,2019,Zaid,0.5229
Thanjavur,2020,Kharif,0.6815
Thanjavur,2020,Rabi,0.5669
Thanjavur,2020,Zaid,0.5606
Thanjavur,2021,Kharif,0.736
Thanjavur,2021,Rabi,0.5819
Thanjavur,2021,Zaid,0.5342
Thanjavur,2022,Kharif,0.7282
Thanjavur,2022,Rabi,0.5878
Thanjavur,2022,Zaid,0.6019
Thanjavur,2023,Kharif,0.6569
Thanjavur,2023,Rabi,0.5925
Thanjavur,2023,Zaid,0.5639
Theni,2003,Kharif,0.7352
Theni,2003,Rabi,0.6605
Theni,2003,Zaid,0.5708
Theni,2004,Kharif,0.723
Theni,2004,Rabi,0.5959
Theni,2004,Zaid,0.5196
Theni,2005,Kharif,0.6339
Theni,2005,Rabi,0.6141
Theni,2005,Zaid,0.5917
Theni,2006,Kharif,0.617
Theni,2006,Rabi,0.6868
Theni,2006,Zaid,0.524
Theni,2007,Kharif,0.637
Theni,2007,Rabi,0.5662
Theni,2007,Zaid,0.5071
Theni,2008,Kharif,0.6949
Theni,2008,Rabi,0.5842
Theni,2008,Zaid,0.6147
Theni,2009,Kharif,0.6574
Theni,2009,Rabi,0.625
Theni,2009,Zaid,0.5784
Theni,2010,Kharif,0.644
Theni,2010,Rabi,0.5566
Theni,2010,Zaid,0.5326
Theni,2011,Kharif,0.5976
Theni,2011,Rabi,0.5869
Theni,2011,Zaid,0.5873
Theni,2012,Kharif,0.6239
Theni,2012,Rabi,0.5915
Theni,2012,Zaid,0.5472
Theni,2013,Kharif,0.7112
Theni,2013,Rabi,0.5402
Theni,2013,Zaid,0.5637
Theni,2014,Kharif,0.5989
Theni,2014,Rabi,0.5808
Theni,2014,Zaid,0.5792
Theni,2015,Kharif,0.7354
Theni,2015,Rabi,0.6339
Theni,2015,Zaid,0.5391
Theni,2016,Kharif,0.6905
Theni,2016,Rabi,0.5591
Theni,2016,Zaid,0.5277
Theni,2017,Kharif,0.6724
Theni,2017,Rabi,0.6624
Theni,2017,Zaid,0.5686
Theni,2018,Kharif,0.6592
Theni,2018,Rabi,0.5922
Theni,2018,Zaid,0.5462
Theni,2019,Kharif,0.6356
Theni,2019,Rabi,0.6213
Theni,2019,Zaid,0.5793
Theni,2020,Kharif,0.6774
Theni,2020,Rabi,0.5188
Theni,2020,Zaid,0.5986
Theni,2021,Kharif,0.727
Theni,2021,Rabi,0.5946
Theni,2021,Zaid,0.5909
Theni,2022,Kharif,0.622
Theni,2022,Rabi,0.5951
Theni,2022,Zaid,0.5396
Theni,2023,Kharif,0.6465
Theni,2023,Rabi,0.5981
Theni,2023,Zaid,0.5688
Thoothukudi,2003,Kharif,0.2877
Thoothukudi,2003,Rabi,0.2448
Thoothukudi,2003,Zaid,0.2563
Thoothukudi,2004,Kharif,0.3332
Thoothukudi,2004,Rabi,0.2878
Thoothukudi,2004,Zaid,0.2021
Thoothukudi,2005,Kharif,0.2843
Thoothukudi,2005,Rabi,0.221
Thoothukudi,2005,Zaid,0.3178
Thoothukudi,2006,Kharif,0.3304
Thoothukudi,2006,Rabi,0.2008
Thoothukudi,2006,Zaid,0.228
Thoothukudi,2007,Kharif,0.296
Thoothukudi,2007,Rabi,0.2997
Thoothukudi,2007,Zaid,0.2647
Thoothukudi,2008,Kharif,0.3264
Thoothukudi,2008,Rabi,0.3303
Thoothukudi,2008,Zaid,0.245
Thoothukudi,2009,Kharif,0.2689
Thoothukudi,2009,Rabi,0.2323
Thoothukudi,2009,Zaid,0.3049
Thoothukudi,2010,Kharif,0.3196
Thoothukudi,2010,Rabi,0.2697
Thoothukudi,2010,Zaid,0.2815
Thoothukudi,2011,Kharif,0.3075
Thoothukudi,2011,Rabi,0.2563
Thoothukudi,2011,Zaid,0.21
Thoothukudi,2012,Kharif,0.2769
Thoothukudi,2012,Rabi,0.2444
Thoothukudi,2012,Zaid,0.3286
Thoothukudi,2013,Kharif,0.302
Thoothukudi,2013,Rabi,0.3663
Thoothukudi,2013,Zaid,0.2815
Thoothukudi,2014,Kharif,0.2932
Thoothukudi,2014,Rabi,0.2975
Thoothukudi,2014,Zaid,0.2992
Thoothukudi,2015,Kharif,0.2798
Thoothukudi,2015,Rabi,0.1781
Thoothukudi,2015,Zaid,0.2312
Thoothukudi,2016,Kharif,0.2922
Thoothukudi,2016,Rabi,0.3196
Thoothukudi,2016,Zaid,0.1749
Thoothukudi,2017,Kharif,0.2826
Thoothukudi,2017,Rabi,0.2554
Thoothukudi,2017,Zaid,0.2076
Thoothukudi,2018,Kharif,0.2991
Thoothukudi,2018,Rabi,0.2207
Thoothukudi,2018,Zaid,0.2482
Thoothukudi,2019,Kharif,0.2545
Thoothukudi,2019,Rabi,0.2332
Thoothukudi,2019,Zaid,0.2617
Thoothukudi,2020,Kharif,0.2798
Thoothukudi,2020,Rabi,0.2523
Thoothukudi,2020,Zaid,0.2254
Thoothukudi,2021,Kharif,0.2342
Thoothukudi,2021,Rabi,0.2221
Thoothukudi,2021,Zaid,0.2457
Thoothukudi,2022,Kharif,0.2571
Thoothukudi,2022,Rabi,0.2374
Thoothukudi,2022,Zaid,0.1498
Thoothukudi,2023,Kharif,0.3116
Thoothukudi,2023,Rabi,0.2552
Thoothukudi,2023,Zaid,0.236
Tiruchirappalli,2003,Kharif,0.5054
Tiruchirappalli,2003,Rabi,0.5732
Tiruchirappalli,2003,Zaid,0.4651
Tiruchirappalli,2004,Kharif,0.5315
Tiruchirappalli,2004,Rabi,0.4485
Tiruchirappalli,2004,Zaid,0.5003
Tiruchirappalli,2005,Kharif,0.6108
Tiruchirappalli,2005,Rabi,0.5173
Tiruchirappalli,2005,Zaid,0.5055
Tiruchirappalli,2006,Kharif,0.6338
Tiruchirappalli,2006,Rabi,0.4103
Tiruchirappalli,2006,Zaid,0.5619
Tiruchirappalli,2007,Kharif,0.5444
Tiruchirappalli,2007,Rabi,0.4458
Tiruchirappalli,2007,Zaid,0.3859
Tiruchirappalli,2008,Kharif,0.527
Tiruchirappalli,2008,Rabi,0.4989
Tiruchirappalli,2008,Zaid,0.4262
Tiruchirappalli,2009,Kharif,0.5699
Tiruchirappalli,2009,Rabi,0.4337
Tiruchirappalli,2009,Zaid,0.4572
Tiruchirappalli,2010,Kharif,0.5526
Tiruchirappalli,2010,Rabi,0.4959
Tiruchirappalli,2010,Zaid,0.4526
Tiruchirappalli,2011,Kharif,0.5119
Tiruchirappalli,2011,Rabi,0.5346
Tiruchirappalli,2011,Zaid,0.4675
Tiruchirappalli,2012,Kharif,0.4981
Tiruchirappalli,2012,Rabi,0.4777
Tiruchirappalli,2012,Zaid,0.4975
Tiruchirappalli,2013,Kharif,0.5895
Tiruchirappalli,2013,Rabi,0.4695
Tiruchirappalli,2013,Zaid,0.4539
Tiruchirappalli,2014,Kharif,0.4998
Tiruchirappalli,2014,Rabi,0.5007
Tiruchirappalli,2014,Zaid,0.4481
Tiruchirappalli,2015,Kharif,0.5199
Tiruchirappalli,2015,Rabi,0.4577
Tiruchirappalli,2015,Zaid,0.4685
Tiruchirappalli,2016,Kharif,0.5032
Tiruchirappalli,2016,Rabi,0.4711
Tiruchirappalli,2016,Zaid,0.4007
Tiruchirappalli,2017,Kharif,0.5242
Tiruchirappalli,2017,Rabi,0.5703
Tiruchirappalli,2017,Zaid,0.4085
Tiruchirappalli,2018,Kharif,0.523
Tiruchirappalli,2018,Rabi,0.507
Tiruchirappalli,2018,Zaid,0.4544
Tiruchirappalli,2019,Kharif,0.5154
Tiruchirappalli,2019,Rabi,0.4964
Tiruchirappalli,2019,Zaid,0.4644
Tiruchirappalli,2020,Kharif,0.498
Tiruchirappalli,2020,Rabi,0.4584
Tiruchirappalli,2020,Zaid,0.451
Tiruchirappalli,2021,Kharif,0.5573
Tiruchirappalli,2021,Rabi,0.4665
Tiruchirappalli,2021,Zaid,0.4192
Tiruchirappalli,2022,Kharif,0.5887
Tiruchirappalli,2022,Rabi,0.5172
Tiruchirappalli,2022,Zaid,0.4101
Tiruchirappalli,2023,Kharif,0.5162
Tiruchirappalli,2023,Rabi,0.4861
Tiruchirappalli,2023,Zaid,0.4318
Tirunelveli,2003,Kharif,0.5644
Tirunelveli,2003,Rabi,0.5178
Tirunelveli,2003,Zaid,0.4987
Tirunelveli,2004,Kharif,0.6024
Tirunelveli,2004,Rabi,0.5043
Tirunelveli,2004,Zaid,0.4721
Tirunelveli,2005,Kharif,0.5782
Tirunelveli,2005,Rabi,0.4977
Tirunelveli,2005,Zaid,0.4601
Tirunelveli,2006,Kharif,0.5424
Tirunelveli,2006,Rabi,0.5254
Tirunelveli,2006,Zaid,0.5341
Tirunelveli,2007,Kharif,0.4839
Tirunelveli,2007,Rabi,0.5067
Tirunelveli,2007,Zaid,0.4139
Tirunelveli,2008,Kharif,0.5459
Tirunelveli,2008,Rabi,0.4812
Tirunelveli,2008,Zaid,0.453
Tirunelveli,2009,Kharif,0.5361
Tirunelveli,2009,Rabi,0.4657
Tirunelveli,2009,Zaid,0.4833
Tirunelveli,2010,Kharif,0.507
Tirunelveli,2010,Rabi,0.5021
Tirunelveli,2010,Zaid,0.4452
Tirunelveli,2011,Kharif,0.559
Tirunelveli,2011,Rabi,0.4786
Tirunelveli,2011,Zaid,0.4219
Tirunelveli,2012,Kharif,0.5648
Tirunelveli,2012,Rabi,0.4034
Tirunelveli,2012,Zaid,0.5115
Tirunelveli,2013,Kharif,0.6189
Tirunelveli,2013,Rabi,0.4404
Tirunelveli,2013,Zaid,0.4815
Tirunelveli,2014,Kharif,0.5403
Tirunelveli,2014,Rabi,0.4441
Tirunelveli,2014,Zaid,0.4899
Tirunelveli,2015,Kharif,0.5405
Tirunelveli,2015,Rabi,0.4902
Tirunelveli,2015,Zaid,0.4384
Tirunelveli,2016,Kharif,0.6009
Tirunelveli,2016,Rabi,0.4651
Tirunelveli,2016,Zaid,0.4306
Tirunelveli,2017,Kharif,0.5568
Tirunelveli,2017,Rabi,0.4227
Tirunelveli,2017,Zaid,0.4253
Tirunelveli,2018,Kharif,0.4395
Tirunelveli,2018,Rabi,0.5099
Tirunelveli,2018,Zaid,0.4582
Tirunelveli,2019,Kharif,0.5132
Tirunelveli,2019,Rabi,0.5031
Tirunelveli,2019,Zaid,0.4131
Tirunelveli,2020,Kharif,0.5415
Tirunelveli,2020,Rabi,0.4337
Tirunelveli,2020,Zaid,0.4663
Tirunelveli,2021,Kharif,0.5026
Tirunelveli,2021,Rabi,0.516
Tirunelveli,2021,Zaid,0.4341
Tirunelveli,2022,Kharif,0.5148
Tirunelveli,2022,Rabi,0.5273
Tirunelveli,2022,Zaid,0.4394
Tirunelveli,2023,Kharif,0.5104
Tirunelveli,2023,Rabi,0.4619
Tirunelveli,2023,Zaid,0.444
Tirupathur,2003,Kharif,0.4299
Tirupathur,2003,Rabi,0.4112
Tirupathur,2003,Zaid,0.3847
Tirupathur,2004,Kharif,0.4083
Tirupathur,2004,Rabi,0.4308
Tirupathur,2004,Zaid,0.2888
Tirupathur,2005,Kharif,0.4585
Tirupathur,2005,Rabi,0.2442
Tirupathur,2005,Zaid,0.3552
Tirupathur,2006,Kharif,0.4426
Tirupathur,2006,Rabi,0.4157
Tirupathur,2006,Zaid,0.3934
Tirupathur,2007,Kharif,0.412
Tirupathur,2007,Rabi,0.3651
Tirupathur,2007,Zaid,0.3062
Tirupathur,2008,Kharif,0.5281
Tirupathur,2008,Rabi,0.2654
Tirupathur,2008,Zaid,0.3657
Tirupathur,2009,Kharif,0.4532
Tirupathur,2009,Rabi,0.3096
Tirupathur,2009,Zaid,0.3533
Tirupathur,2010,Kharif,0.4924
Tirupathur,2010,Rabi,0.3943
Tirupathur,2010,Zaid,0.3393
Tirupathur,2011,Kharif,0.3779
Tirupathur,2011,Rabi,0.3774
Tirupathur,2011,Zaid,0.2982
Tirupathur,2012,Kharif,0.4103
Tirupathur,2012,Rabi,0.3701
Tirupathur,2012,Zaid,0.3139
Tirupathur,2013,Kharif,0.3958
Tirupathur,2013,Rabi,0.3603
Tirupathur,2013,Zaid,0.3808
Tirupathur,2014,Kharif,0.3978
Tirupathur,2014,Rabi,0.3655
Tirupathur,2014,Zaid,0.3187
Tirupathur,2015,Kharif,0.4241
Tirupathur,2015,Rabi,0.3772
Tirupathur,2015,Zaid,0.3684
Tirupathur,2016,Kharif,0.4379
Tirupathur,2016,Rabi,0.3354
Tirupathur,2016,Zaid,0.2763
Tirupathur,2017,Kharif,0.4204
Tirupathur,2017,Rabi,0.3469
Tirupathur,2017,Zaid,0.3567
Tirupathur,2018,Kharif,0.4128
Tirupathur,2018,Rabi,0.4198
Tirupathur,2018,Zaid,0.3109
Tirupathur,2019,Kharif,0.3467
Tirupathur,2019,Rabi,0.33
Tirupathur,2019,Zaid,0.3259
Tirupathur,2020,Kharif,0.3473
Tirupathur,2020,Rabi,0.3289
Tirupathur,2020,Zaid,0.3322
Tirupathur,2021,Kharif,0.4133
Tirupathur,2021,Rabi,0.3731
Tirupathur,2021,Zaid,0.3102
Tirupathur,2022,Kharif,0.4459
Tirupathur,2022,Rabi,0.3151
Tirupathur,2022,Zaid,0.3306
Tirupathur,2023,Kharif,0.3709
Tirupathur,2023,Rabi,0.3877
Tirupathur,2023,Zaid,0.352
Tiruppur,2003,Kharif,0.5674
Tiruppur,2003,Rabi,0.4661
Tiruppur,2003,Zaid,0.4306
Tiruppur,2004,Kharif,0.595
Tiruppur,2004,Rabi,0.4947
Tiruppur,2004,Zaid,0.516
Tiruppur,2005,Kharif,0.5068
Tiruppur,2005,Rabi,0.4944
Tiruppur,2005,Zaid,0.4815
Tiruppur,2006,Kharif,0.6403
Tiruppur,2006,Rabi,0.5375
Tiruppur,2006,Zaid,0.4445
Tiruppur,2007,Kharif,0.5404
Tiruppur,2007,Rabi,0.5161
Tiruppur,2007,Zaid,0.4391
Tiruppur,2008,Kharif,0.5748
Tiruppur,2008,Rabi,0.5034
Tiruppur,2008,Zaid,0.4284
Tiruppur,2009,Kharif,0.56
Tiruppur,2009,Rabi,0.5215
Tiruppur,2009,Zaid,0.5751
Tiruppur,2010,Kharif,0.4641
Tiruppur,2010,Rabi,0.4741
Tiruppur,2010,Zaid,0.4428
Tiruppur,2011,Kharif,0.5291
Tiruppur,2011,Rabi,0.4997
Tiruppur,2011,Zaid,0.462
Tiruppur,2012,Kharif,0.5632
Tiruppur,2012,Rabi,0.4666
Tiruppur,2012,Zaid,0.4295
Tiruppur,2013,Kharif,0.5385
Tiruppur,2013,Rabi,0.5259
Tiruppur,2013,Zaid,0.3905
Tiruppur,2014,Kharif,0.53
Tiruppur,2014,Rabi,0.4263
Tiruppur,2014,Zaid,0.4811
Tiruppur,2015,Kharif,0.5347
Tiruppur,2015,Rabi,0.4849
Tiruppur,2015,Zaid,0.4119
Tiruppur,2016,Kharif,0.4943
Tiruppur,2016,Rabi,0.4941
Tiruppur,2016,Zaid,0.4598
Tiruppur,2017,Kharif,0.5691
Tiruppur,2017,Rabi,0.5202
Tiruppur,2017,Zaid,0.4245
Tiruppur,2018,Kharif,0.527
Tiruppur,2018,Rabi,0.5443
Tiruppur,2018,Zaid,0.4085
Tiruppur,2019,Kharif,0.5263
Tiruppur,2019,Rabi,0.4318
Tiruppur,2019,Zaid,0.4531
Tiruppur,2020,Kharif,0.4948
Tiruppur,2020,Rabi,0.4693
Tiruppur,2020,Zaid,0.5105
Tiruppur,2021,Kharif,0.5337
Tiruppur,2021,Rabi,0.5321
Tiruppur,2021,Zaid,0.4433
Tiruppur,2022,Kharif,0.4989
Tiruppur,2022,Rabi,0.4819
Tiruppur,2022,Zaid,0.4025
Tiruppur,2023,Kharif,0.5318
Tiruppur,2023,Rabi,0.4818
Tiruppur,2023,Zaid,0.403
Tiruvallur,2003,Kharif,0.5893
Tiruvallur,2003,Rabi,0.5017
Tiruvallur,2003,Zaid,0.4788
Tiruvallur,2004,Kharif,0.545
Tiruvallur,2004,Rabi,0.4193
Tiruvallur,2004,Zaid,0.4158
Tiruvallur,2005,Kharif,0.6114
Tiruvallur,2005,Rabi,0.5408
Tiruvallur,2005,Zaid,0.4934
Tiruvallur,2006,Kharif,0.5594
Tiruvallur,2006,Rabi,0.4666
Tiruvallur,2006,Zaid,0.4568
Tiruvallur,2007,Kharif,0.5173
Tiruvallur,2007,Rabi,0.5197
Tiruvallur,2007,Zaid,0.4554
Tiruvallur,2008,Kharif,0.579
Tiruvallur,2008,Rabi,0.5648
Tiruvallur,2008,Zaid,0.4989
Tiruvallur,2009,Kharif,0.4901
Tiruvallur,2009,Rabi,0.4396
Tiruvallur,2009,Zaid,0.5202
Tiruvallur,2010,Kharif,0.5515
Tiruvallur,2010,Rabi,0.5554
Tiruvallur,2010,Zaid,0.465
Tiruvallur,2011,Kharif,0.5568
Tiruvallur,2011,Rabi,0.4483
Tiruvallur,2011,Zaid,0.4884
Tiruvallur,2012,Kharif,0.5457
Tiruvallur,2012,Rabi,0.4789
Tiruvallur,2012,Zaid,0.4347
Tiruvallur,2013,Kharif,0.5267
Tiruvallur,2013,Rabi,0.4624
Tiruvallur,2013,Zaid,0.452
Tiruvallur,2014,Kharif,0.4875
Tiruvallur,2014,Rabi,0.454
Tiruvallur,2014,Zaid,0.3993
Tiruvallur,2015,Kharif,0.5405
Tiruvallur,2015,Rabi,0.407
Tiruvallur,2015,Zaid,0.4793
Tiruvallur,2016,Kharif,0.5528
Tiruvallur,2016,Rabi,0.4518
Tiruvallur,2016,Zaid,0.5035
Tiruvallur,2017,Kharif,0.5526
Tiruvallur,2017,Rabi,0.4262
Tiruvallur,2017,Zaid,0.424
Tiruvallur,2018,Kharif,0.5432
Tiruvallur,2018,Rabi,0.4325
Tiruvallur,2018,Zaid,0.4336
Tiruvallur,2019,Kharif,0.4928
Tiruvallur,2019,Rabi,0.5134
Tiruvallur,2019,Zaid,0.411
Tiruvallur,2020,Kharif,0.5694
Tiruvallur,2020,Rabi,0.4784
Tiruvallur,2020,Zaid,0.4548
Tiruvallur,2021,Kharif,0.5541
Tiruvallur,2021,Rabi,0.5441
Tiruvallur,2021,Zaid,0.3683
Tiruvallur,2022,Kharif,0.5392
Tiruvallur,2022,Rabi,0.4794
Tiruvallur,2022,Zaid,0.4219
Tiruvallur,2023,Kharif,0.5111
Tiruvallur,2023,Rabi,0.475
Tiruvallur,2023,Zaid,0.3946
Tiruvannamalai,2003,Kharif,0.5294
Tiruvannamalai,2003,Rabi,0.5346
Tiruvannamalai,2003,Zaid,0.5064
Tiruvannamalai,2004,Kharif,0.5186
Tiruvannamalai,2004,Rabi,0.4763
Tiruvannamalai,2004,Zaid,0.4475
Tiruvannamalai,2005,Kharif,0.5668
Tiruvannamalai,2005,Rabi,0.5074
Tiruvannamalai,2005,Zaid,0.3824
Tiruvannamalai,2006,Kharif,0.5357
Tiruvannamalai,2006,Rabi,0.5149
Tiruvannamalai,2006,Zaid,0.423
Tiruvannamalai,2007,Kharif,0.5897
Tiruvannamalai,2007,Rabi,0.4924
Tiruvannamalai,2007,Zaid,0.4534
Tiruvannamalai,2008,Kharif,0.582
Tiruvannamalai,2008,Rabi,0.5586
Tiruvannamalai,2008,Zaid,0.4793
Tiruvannamalai,2009,Kharif,0.5027
Tiruvannamalai,2009,Rabi,0.4769
Tiruvannamalai,2009,Zaid,0.463
Tiruvannamalai,2010,Kharif,0.53
Tiruvannamalai,2010,Rabi,0.4422
Tiruvannamalai,2010,Zaid,0.4357
Tiruvannamalai,2011,Kharif,0.5044
Tiruvannamalai,2011,Rabi,0.5064
