district,year,season,crop,yield_t_ha,area_ha,production_tonnes,rainfall_mm,temp_avg_c,soil_N,soil_P,soil_K,soil_pH,ndvi,fertilizer_kg_ha
Salem,2011,Zaid,Maize,4.514,7424.0,33514.0,956.0,31.27,283.4,24.4,209.8,6.76,0.479,191.2
Salem,2012,Kharif,Maize,4.628,7332.0,33930.0,1050.8,30.28,284.7,22.6,192.2,6.83,0.5447,214.0
Salem,2012,Rabi,Maize,4.521,5819.0,26310.0,1050.8,30.28,284.7,22.6,192.2,6.83,0.4907,214.0
Salem,2012,Zaid,Maize,4.425,9089.0,40217.0,1050.8,30.28,284.7,22.6,192.2,6.83,0.4458,214.0
Salem,2013,Kharif,Maize,4.169,7032.0,29319.0,799.1,30.25,241.8,19.2,195.5,7.22,0.4805,215.9
Salem,2013,Rabi,Maize,4.646,9079.0,42180.0,799.1,30.25,241.8,19.2,195.5,7.22,0.5203,215.9
Salem,2013,Zaid,Maize,4.932,8372.0,41289.0,799.1,30.25,241.8,19.2,195.5,7.22,0.4662,215.9
Salem,2014,Kharif,Maize,4.237,6206.0,26294.0,703.2,30.98,230.0,19.9,184.7,7.06,0.5316,190.7
Salem,2014,Rabi,Maize,4.333,5873.0,25446.0,703.2,30.98,230.0,19.9,184.7,7.06,0.4387,190.7
Salem,2014,Zaid,Maize,4.734,8909.0,42175.0,703.2,30.98,230.0,19.9,184.7,7.06,0.4167,190.7
Salem,2015,Kharif,Maize,4.389,9063.0,39775.0,981.3,30.44,241.2,21.4,171.5,6.95,0.5127,201.3
Salem,2015,Rabi,Maize,4.189,7336.0,30730.0,981.3,30.44,241.2,21.4,171.5,6.95,0.3757,201.3
Salem,2015,Zaid,Maize,4.7,8648.0,40649.0,981.3,30.44,241.2,21.4,171.5,6.95,0.4489,201.3
Salem,2016,Kharif,Maize,4.598,6123.0,28153.0,741.3,30.25,269.6,27.1,191.3,6.61,0.4787,212.0
Salem,2016,Rabi,Maize,4.342,7856.0,34115.0,741.3,30.25,269.6,27.1,191.3,6.61,0.4318,212.0
Salem,2016,Zaid,Maize,4.848,6833.0,33129.0,741.3,30.25,269.6,27.1,191.3,6.61,0.4657,212.0
Salem,2017,Kharif,Maize,4.862,5605.0,27249.0,1098.3,31.02,253.1,22.0,224.4,7.38,0.5596,214.2
Salem,2017,Rabi,Maize,4.273,7249.0,30979.0,1098.3,31.02,253.1,22.0,224.4,7.38,0.4499,214.2
Salem,2017,Zaid,Maize,4.706,9509.0,44750.0,1098.3,31.02,253.1,22.0,224.4,7.38,0.4339,214.2
Salem,2018,Kharif,Maize,4.182,7568.0,31645.0,659.4,30.58,234.5,26.3,206.3,6.59,0.5518,201.4
Salem,2018,Rabi,Maize,4.289,7478.0,32075.0,659.4,30.58,234.5,26.3,206.3,6.59,0.473,201.4
Salem,2018,Zaid,Maize,4.349,7706.0,33512.0,659.4,30.58,234.5,26.3,206.3,6.59,0.474,201.4
Salem,2019,Kharif,Maize,4.182,6453.0,26989.0,735.4,30.03,211.1,19.4,227.0,7.37,0.5486,193.2
Salem,2019,Rabi,Maize,4.372,9723.0,42507.0,735.4,30.03,211.1,19.4,227.0,7.37,0.4856,193.2
Salem,2019,Zaid,Maize,4.19,8729.0,36576.0,735.4,30.03,211.1,19.4,227.0,7.37,0.4074,193.2
Salem,2020,Kharif,Maize,4.393,9405.0,41321.0,1244.3,30.82,279.8,26.3,191.8,7.13,0.5152,201.6
Salem,2020,Rabi,Maize,4.391,7937.0,34854.0,1244.3,30.82,279.8,26.3,191.8,7.13,0.3381,201.6
Salem,2020,Zaid,Maize,4.331,7387.0,31991.0,1244.3,30.82,279.8,26.3,191.8,7.13,0.4197,201.6
Salem,2021,Kharif,Maize,4.302,5418.0,23311.0,962.7,31.48,248.0,24.8,190.7,7.15,0.5625,201.6
Salem,2021,Rabi,Maize,4.448,8577.0,38154.0,962.7,31.48,248.0,24.8,190.7,7.15,0.4604,201.6
Salem,2021,Zaid,Maize,4.766,5393.0,25704.0,962.7,31.48,248.0,24.8,190.7,7.15,0.4437,201.6
Salem,2022,Kharif,Maize,4.205,5446.0,22904.0,696.4,30.65,248.3,17.1,217.9,6.85,0.468,211.3
Salem,2022,Rabi,Maize,4.555,7200.0,32796.0,696.4,30.65,248.3,17.1,217.9,6.85,0.5445,211.3
Salem,2022,Zaid,Maize,4.756,7379.0,35097.0,696.4,30.65,248.3,17.1,217.9,6.85,0.3698,211.3
Salem,2023,Kharif,Maize,4.36,7607.0,33170.0,1025.1,30.48,276.5,19.3,186.5,7.11,0.523,217.8
Salem,2023,Rabi,Maize,4.287,5995.0,25703.0,1025.1,30.48,276.5,19.3,186.5,7.11,0.4318,217.8
Salem,2023,Zaid,Maize,4.413,5290.0,23347.0,1025.1,30.48,276.5,19.3,186.5,7.11,0.3743,217.8
Sivaganga,2003,Kharif,Rice,3.736,22278.0,83227.0,661.7,30.22,210.8,12.6,163.0,7.61,0.4056,133.6
Sivaganga,2003,Rabi,Rice,3.776,29745.0,112328.0,661.7,30.22,210.8,12.6,163.0,7.61,0.4653,133.6
Sivaganga,2004,Kharif,Rice,3.551,28133.0,99900.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3371,150.7
Sivaganga,2004,Rabi,Rice,3.833,26522.0,101670.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3274,150.7
Sivaganga,2005,Kharif,Rice,3.834,28119.0,107800.0,699.4,29.37,199.7,14.3,164.3,7.49,0.4487,175.8
Sivaganga,2005,Rabi,Rice,3.721,16069.0,59793.0,699.4,29.37,199.7,14.3,164.3,7.49,0.3383,175.8
Sivaganga,2006,Kharif,Rice,3.636,28062.0,102029.0,532.7,29.91,241.3,20.6,173.7,7.58,0.4628,105.7
Sivaganga,2006,Rabi,Rice,3.547,27475.0,97467.0,532.7,29.91,241.3,20.6,173.7,7.58,0.3539,105.7
Sivaganga,2007,Kharif,Rice,3.579,18891.0,67604.0,656.1,30.26,223.2,12.7,151.2,7.76,0.4315,134.6
Sivaganga,2007,Rabi,Rice,3.591,24285.0,87202.0,656.1,30.26,223.2,12.7,151.2,7.76,0.3365,134.6
Sivaganga,2008,Kharif,Rice,3.64,27319.0,99454.0,450.9,29.1,178.1,13.0,192.7,7.69,0.4223,147.3
Sivaganga,2008,Rabi,Rice,3.281,19832.0,65070.0,450.9,29.1,178.1,13.0,192.7,7.69,0.3263,147.3
Sivaganga,2009,Kharif,Rice,3.13,29825.0,93362.0,795.5,30.2,197.0,13.6,137.6,7.82,0.4394,152.8
Sivaganga,2009,Rabi,Rice,3.738,28025.0,104769.0,795.5,30.2,197.0,13.6,137.6,7.82,0.3329,152.8
Sivaganga,2010,Kharif,Rice,3.189,24149.0,77021.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3882,152.8
Sivaganga,2010,Rabi,Rice,3.551,20402.0,72437.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3649,152.8
Sivaganga,2011,Kharif,Rice,3.697,26172.0,96760.0,566.1,30.23,218.8,18.2,168.5,7.2,0.3812,152.7
Sivaganga,2011,Rabi,Rice,3.661,19608.0,71784.0,566.1,30.23,218.8,18.2,168.5,7.2,0.4173,152.7
Sivaganga,2012,Kharif,Rice,3.909,26542.0,103755.0,599.1,29.84,215.5,17.5,193.1,7.2,0.4175,162.9
Sivaganga,2012,Rabi,Rice,3.339,16834.0,56211.0,599.1,29.84,215.5,17.5,193.1,7.2,0.3588,162.9
Sivaganga,2013,Kharif,Rice,3.487,18400.0,64168.0,650.1,30.08,229.5,11.8,166.7,7.19,0.3614,180.9
Sivaganga,2013,Rabi,Rice,3.712,21630.0,80286.0,650.1,30.08,229.5,11.8,166.7,7.19,0.3433,180.9
Sivaganga,2014,Kharif,Rice,3.518,23150.0,81437.0,497.9,30.12,229.9,13.1,154.2,7.61,0.3975,166.0
Sivaganga,2014,Rabi,Rice,3.61,27990.0,101035.0,497.9,30.12,229.9,13.1,154.2,7.61,0.3581,166.0
Sivaganga,2015,Kharif,Rice,3.466,26787.0,92853.0,688.4,30.14,225.1,15.2,145.3,7.66,0.4155,191.2
Sivaganga,2015,Rabi,Rice,3.264,23083.0,75334.0,688.4,30.14,225.1,15.2,145.3,7.66,0.3282,191.2
Sivaganga,2016,Kharif,Rice,3.39,21894.0,74226.0,646.8,29.8,190.2,11.7,187.1,7.75,0.3981,169.0
Sivaganga,2016,Rabi,Rice,3.45,25848.0,89173.0,646.8,29.8,190.2,11.7,187.1,7.75,0.3623,169.0
Sivaganga,2017,Kharif,Rice,3.305,24660.0,81500.0,618.9,29.71,176.4,13.7,162.1,8.0,0.4125,149.4
Sivaganga,2017,Rabi,Rice,3.65,20834.0,76047.0,618.9,29.71,176.4,13.7,162.1,8.0,0.3376,149.4
Sivaganga,2018,Kharif,Rice,3.466,25372.0,87929.0,767.4,29.15,191.3,18.4,183.9,7.58,0.3936,190.8
Sivaganga,2018,Rabi,Rice,3.695,18306.0,67645.0,767.4,29.15,191.3,18.4,183.9,7.58,0.3017,190.8
Sivaganga,2019,Kharif,Rice,3.604,28365.0,102215.0,412.2,29.72,192.0,17.9,146.6,7.76,0.3792,175.7
Sivaganga,2019,Rabi,Rice,3.866,25090.0,97004.0,412.2,29.72,192.0,17.9,146.6,7.76,0.4011,175.7
Sivaganga,2020,Kharif,Rice,3.683,24168.0,89014.0,539.8,29.4,225.8,13.5,134.1,7.09,0.4577,153.8
Sivaganga,2020,Rabi,Rice,3.51,22209.0,77962.0,539.8,29.4,225.8,13.5,134.1,7.09,0.3611,153.8
Sivaganga,2021,Kharif,Rice,3.609,22319.0,80549.0,827.3,29.53,232.1,15.2,171.4,7.82,0.3891,173.1
Sivaganga,2021,Rabi,Rice,3.793,23673.0,89787.0,827.3,29.53,232.1,15.2,171.4,7.82,0.3394,173.1
Sivaganga,2022,Kharif,Rice,3.386,17913.0,60645.0,511.0,30.22,191.0,16.4,161.1,7.34,0.3841,162.3
Sivaganga,2022,Rabi,Rice,3.619,26849.0,97179.0,511.0,30.22,191.0,16.4,161.1,7.34,0.4544,162.3
Sivaganga,2023,Kharif,Rice,3.9,26912.0,104968.0,473.1,30.34,212.1,12.4,176.0,7.11,0.3886,204.6
Sivaganga,2023,Rabi,Rice,3.895,26836.0,104533.0,473.1,30.34,212.1,12.4,176.0,7.11,0.3923,204.6
Sivaganga,2003,Kharif,Sugarcane,91.774,5101.0,468141.0,661.7,30.22,210.8,12.6,163.0,7.61,0.4056,133.6
Sivaganga,2004,Kharif,Sugarcane,91.754,5830.0,534927.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3371,150.7
Sivaganga,2005,Kharif,Sugarcane,88.569,4274.0,378581.0,699.4,29.37,199.7,14.3,164.3,7.49,0.4487,175.8
Sivaganga,2006,Kharif,Sugarcane,90.636,3773.0,341953.0,532.7,29.91,241.3,20.6,173.7,7.58,0.4628,105.7
Sivaganga,2007,Kharif,Sugarcane,91.407,4219.0,385617.0,656.1,30.26,223.2,12.7,151.2,7.76,0.4315,134.6
Sivaganga,2008,Kharif,Sugarcane,84.747,6287.0,532816.0,450.9,29.1,178.1,13.0,192.7,7.69,0.4223,147.3
Sivaganga,2009,Kharif,Sugarcane,83.396,3904.0,325561.0,795.5,30.2,197.0,13.6,137.6,7.82,0.4394,152.8
Sivaganga,2010,Kharif,Sugarcane,85.152,4348.0,370215.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3882,152.8
Sivaganga,2011,Kharif,Sugarcane,86.689,3768.0,326616.0,566.1,30.23,218.8,18.2,168.5,7.2,0.3812,152.7
Sivaganga,2012,Kharif,Sugarcane,92.167,5457.0,502965.0,599.1,29.84,215.5,17.5,193.1,7.2,0.4175,162.9
Sivaganga,2013,Kharif,Sugarcane,86.316,4174.0,360306.0,650.1,30.08,229.5,11.8,166.7,7.19,0.3614,180.9
Sivaganga,2014,Kharif,Sugarcane,91.467,5566.0,509069.0,497.9,30.12,229.9,13.1,154.2,7.61,0.3975,166.0
Sivaganga,2015,Kharif,Sugarcane,94.246,4269.0,402355.0,688.4,30.14,225.1,15.2,145.3,7.66,0.4155,191.2
Sivaganga,2016,Kharif,Sugarcane,90.728,6407.0,581315.0,646.8,29.8,190.2,11.7,187.1,7.75,0.3981,169.0
Sivaganga,2017,Kharif,Sugarcane,86.524,4202.0,363540.0,618.9,29.71,176.4,13.7,162.1,8.0,0.4125,149.4
Sivaganga,2018,Kharif,Sugarcane,89.184,3603.0,321294.0,767.4,29.15,191.3,18.4,183.9,7.58,0.3936,190.8
Sivaganga,2019,Kharif,Sugarcane,92.068,5732.0,527754.0,412.2,29.72,192.0,17.9,146.6,7.76,0.3792,175.7
Sivaganga,2020,Kharif,Sugarcane,100.357,5662.0,568261.0,539.8,29.4,225.8,13.5,134.1,7.09,0.4577,153.8
Sivaganga,2021,Kharif,Sugarcane,93.558,4518.0,422712.0,827.3,29.53,232.1,15.2,171.4,7.82,0.3891,173.1
Sivaganga,2022,Kharif,Sugarcane,91.888,5564.0,511230.0,511.0,30.22,191.0,16.4,161.1,7.34,0.3841,162.3
Sivaganga,2023,Kharif,Sugarcane,90.934,5539.0,503691.0,473.1,30.34,212.1,12.4,176.0,7.11,0.3886,204.6
Sivaganga,2003,Kharif,Banana,35.404,6182.0,218860.0,661.7,30.22,210.8,12.6,163.0,7.61,0.4056,133.6
Sivaganga,2003,Rabi,Banana,35.037,3585.0,125619.0,661.7,30.22,210.8,12.6,163.0,7.61,0.4653,133.6
Sivaganga,2003,Zaid,Banana,36.964,4862.0,179731.0,661.7,30.22,210.8,12.6,163.0,7.61,0.3687,133.6
Sivaganga,2004,Kharif,Banana,34.723,4281.0,148664.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3371,150.7
Sivaganga,2004,Rabi,Banana,35.384,5139.0,181835.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3274,150.7
Sivaganga,2004,Zaid,Banana,38.729,4266.0,165228.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3268,150.7
Sivaganga,2005,Kharif,Banana,33.285,5233.0,174166.0,699.4,29.37,199.7,14.3,164.3,7.49,0.4487,175.8
Sivaganga,2005,Rabi,Banana,33.21,5993.0,199039.0,699.4,29.37,199.7,14.3,164.3,7.49,0.3383,175.8
Sivaganga,2005,Zaid,Banana,33.755,4743.0,160101.0,699.4,29.37,199.7,14.3,164.3,7.49,0.3384,175.8
Sivaganga,2006,Kharif,Banana,36.66,4495.0,164799.0,532.7,29.91,241.3,20.6,173.7,7.58,0.4628,105.7
Sivaganga,2006,Rabi,Banana,36.567,5199.0,190117.0,532.7,29.91,241.3,20.6,173.7,7.58,0.3539,105.7
Sivaganga,2006,Zaid,Banana,35.237,3507.0,123587.0,532.7,29.91,241.3,20.6,173.7,7.58,0.3353,105.7
Sivaganga,2007,Kharif,Banana,36.987,4086.0,151127.0,656.1,30.26,223.2,12.7,151.2,7.76,0.4315,134.6
Sivaganga,2007,Rabi,Banana,34.989,3537.0,123763.0,656.1,30.26,223.2,12.7,151.2,7.76,0.3365,134.6
Sivaganga,2007,Zaid,Banana,34.936,4737.0,165484.0,656.1,30.26,223.2,12.7,151.2,7.76,0.2961,134.6
Sivaganga,2008,Kharif,Banana,33.652,5143.0,173056.0,450.9,29.1,178.1,13.0,192.7,7.69,0.4223,147.3
Sivaganga,2008,Rabi,Banana,32.928,3625.0,119376.0,450.9,29.1,178.1,13.0,192.7,7.69,0.3263,147.3
Sivaganga,2008,Zaid,Banana,32.365,4774.0,154517.0,450.9,29.1,178.1,13.0,192.7,7.69,0.2708,147.3
Sivaganga,2009,Kharif,Banana,34.228,5431.0,185907.0,795.5,30.2,197.0,13.6,137.6,7.82,0.4394,152.8
Sivaganga,2009,Rabi,Banana,35.483,5903.0,209461.0,795.5,30.2,197.0,13.6,137.6,7.82,0.3329,152.8
Sivaganga,2009,Zaid,Banana,36.048,3465.0,124891.0,795.5,30.2,197.0,13.6,137.6,7.82,0.3302,152.8
Sivaganga,2010,Kharif,Banana,34.059,4244.0,144562.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3882,152.8
Sivaganga,2010,Rabi,Banana,31.496,4942.0,155639.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3649,152.8
Sivaganga,2010,Zaid,Banana,37.127,3551.0,131830.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3153,152.8
Sivaganga,2011,Kharif,Banana,37.976,5024.0,190796.0,566.1,30.23,218.8,18.2,168.5,7.2,0.3812,152.7
Sivaganga,2011,Rabi,Banana,32.89,4369.0,143703.0,566.1,30.23,218.8,18.2,168.5,7.2,0.4173,152.7
Sivaganga,2011,Zaid,Banana,36.79,5267.0,193789.0,566.1,30.23,218.8,18.2,168.5,7.2,0.3542,152.7
Sivaganga,2012,Kharif,Banana,38.122,5622.0,214317.0,599.1,29.84,215.5,17.5,193.1,7.2,0.4175,162.9
Sivaganga,2012,Rabi,Banana,35.339,3624.0,128051.0,599.1,29.84,215.5,17.5,193.1,7.2,0.3588,162.9
Sivaganga,2012,Zaid,Banana,35.632,3623.0,129092.0,599.1,29.84,215.5,17.5,193.1,7.2,0.3571,162.9
Sivaganga,2013,Kharif,Banana,34.617,4564.0,157986.0,650.1,30.08,229.5,11.8,166.7,7.19,0.3614,180.9
Sivaganga,2013,Rabi,Banana,38.144,4906.0,187118.0,650.1,30.08,229.5,11.8,166.7,7.19,0.3433,180.9
Sivaganga,2013,Zaid,Banana,34.817,3438.0,119682.0,650.1,30.08,229.5,11.8,166.7,7.19,0.3224,180.9
Sivaganga,2014,Kharif,Banana,35.927,3639.0,130746.0,497.9,30.12,229.9,13.1,154.2,7.61,0.3975,166.0
Sivaganga,2014,Rabi,Banana,32.913,3469.0,114160.0,497.9,30.12,229.9,13.1,154.2,7.61,0.3581,166.0
Sivaganga,2014,Zaid,Banana,32.922,3966.0,130580.0,497.9,30.12,229.9,13.1,154.2,7.61,0.3158,166.0
Sivaganga,2015,Kharif,Banana,34.991,5550.0,194198.0,688.4,30.14,225.1,15.2,145.3,7.66,0.4155,191.2
Sivaganga,2015,Rabi,Banana,35.74,5536.0,197871.0,688.4,30.14,225.1,15.2,145.3,7.66,0.3282,191.2
Sivaganga,2015,Zaid,Banana,33.615,3344.0,112421.0,688.4,30.14,225.1,15.2,145.3,7.66,0.3673,191.2
Sivaganga,2016,Kharif,Banana,32.644,5967.0,194783.0,646.8,29.8,190.2,11.7,187.1,7.75,0.3981,169.0
Sivaganga,2016,Rabi,Banana,35.612,5482.0,195236.0,646.8,29.8,190.2,11.7,187.1,7.75,0.3623,169.0
Sivaganga,2016,Zaid,Banana,34.942,4837.0,169022.0,646.8,29.8,190.2,11.7,187.1,7.75,0.3079,169.0
Sivaganga,2017,Kharif,Banana,33.454,6064.0,202878.0,618.9,29.71,176.4,13.7,162.1,8.0,0.4125,149.4
Sivaganga,2017,Rabi,Banana,33.767,5014.0,169304.0,618.9,29.71,176.4,13.7,162.1,8.0,0.3376,149.4
Sivaganga,2017,Zaid,Banana,34.615,6122.0,211900.0,618.9,29.71,176.4,13.7,162.1,8.0,0.2968,149.4
Sivaganga,2018,Kharif,Banana,34.225,4117.0,140906.0,767.4,29.15,191.3,18.4,183.9,7.58,0.3936,190.8
Sivaganga,2018,Rabi,Banana,33.767,3980.0,134391.0,767.4,29.15,191.3,18.4,183.9,7.58,0.3017,190.8
Sivaganga,2018,Zaid,Banana,34.693,3368.0,116843.0,767.4,29.15,191.3,18.4,183.9,7.58,0.3643,190.8
Sivaganga,2019,Kharif,Banana,33.391,5855.0,195513.0,412.2,29.72,192.0,17.9,146.6,7.76,0.3792,175.7
Sivaganga,2019,Rabi,Banana,33.244,3455.0,114847.0,412.2,29.72,192.0,17.9,146.6,7.76,0.4011,175.7
Sivaganga,2019,Zaid,Banana,33.921,5550.0,188249.0,412.2,29.72,192.0,17.9,146.6,7.76,0.2476,175.7
Sivaganga,2020,Kharif,Banana,34.4,4011.0,137963.0,539.8,29.4,225.8,13.5,134.1,7.09,0.4577,153.8
Sivaganga,2020,Rabi,Banana,33.842,5565.0,188336.0,539.8,29.4,225.8,13.5,134.1,7.09,0.3611,153.8
Sivaganga,2020,Zaid,Banana,37.585,5044.0,189586.0,539.8,29.4,225.8,13.5,134.1,7.09,0.3217,153.8
Sivaganga,2021,Kharif,Banana,36.654,4049.0,148406.0,827.3,29.53,232.1,15.2,171.4,7.82,0.3891,173.1
Sivaganga,2021,Rabi,Banana,34.731,4059.0,140981.0,827.3,29.53,232.1,15.2,171.4,7.82,0.3394,173.1
Sivaganga,2021,Zaid,Banana,33.117,4700.0,155655.0,827.3,29.53,232.1,15.2,171.4,7.82,0.3525,173.1
Sivaganga,2022,Kharif,Banana,34.724,3556.0,123464.0,511.0,30.22,191.0,16.4,161.1,7.34,0.3841,162.3
Sivaganga,2022,Rabi,Banana,37.528,5427.0,203683.0,511.0,30.22,191.0,16.4,161.1,7.34,0.4544,162.3
Sivaganga,2022,Zaid,Banana,33.59,5204.0,174792.0,511.0,30.22,191.0,16.4,161.1,7.34,0.3656,162.3
Sivaganga,2023,Kharif,Banana,35.471,3908.0,138606.0,473.1,30.34,212.1,12.4,176.0,7.11,0.3886,204.6
Sivaganga,2023,Rabi,Banana,34.914,3477.0,121385.0,473.1,30.34,212.1,12.4,176.0,7.11,0.3923,204.6
Sivaganga,2023,Zaid,Banana,34.398,6007.0,206620.0,473.1,30.34,212.1,12.4,176.0,7.11,0.3181,204.6
Sivaganga,2003,Kharif,Cotton,1.244,6470.0,8047.0,661.7,30.22,210.8,12.6,163.0,7.61,0.4056,133.6
Sivaganga,2004,Kharif,Cotton,1.156,8558.0,9890.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3371,150.7
Sivaganga,2005,Kharif,Cotton,1.228,8610.0,10569.0,699.4,29.37,199.7,14.3,164.3,7.49,0.4487,175.8
Sivaganga,2006,Kharif,Cotton,1.22,11587.0,14136.0,532.7,29.91,241.3,20.6,173.7,7.58,0.4628,105.7
Sivaganga,2007,Kharif,Cotton,1.223,9670.0,11824.0,656.1,30.26,223.2,12.7,151.2,7.76,0.4315,134.6
Sivaganga,2008,Kharif,Cotton,1.267,8566.0,10849.0,450.9,29.1,178.1,13.0,192.7,7.69,0.4223,147.3
Sivaganga,2009,Kharif,Cotton,1.285,7329.0,9415.0,795.5,30.2,197.0,13.6,137.6,7.82,0.4394,152.8
Sivaganga,2010,Kharif,Cotton,1.2,9456.0,11343.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3882,152.8
Sivaganga,2011,Kharif,Cotton,1.238,9728.0,12048.0,566.1,30.23,218.8,18.2,168.5,7.2,0.3812,152.7
Sivaganga,2012,Kharif,Cotton,1.254,6339.0,7946.0,599.1,29.84,215.5,17.5,193.1,7.2,0.4175,162.9
Sivaganga,2013,Kharif,Cotton,1.238,11294.0,13986.0,650.1,30.08,229.5,11.8,166.7,7.19,0.3614,180.9
Sivaganga,2014,Kharif,Cotton,1.302,8677.0,11299.0,497.9,30.12,229.9,13.1,154.2,7.61,0.3975,166.0
Sivaganga,2015,Kharif,Cotton,1.189,7730.0,9187.0,688.4,30.14,225.1,15.2,145.3,7.66,0.4155,191.2
Sivaganga,2016,Kharif,Cotton,1.218,6642.0,8089.0,646.8,29.8,190.2,11.7,187.1,7.75,0.3981,169.0
Sivaganga,2017,Kharif,Cotton,1.146,6674.0,7645.0,618.9,29.71,176.4,13.7,162.1,8.0,0.4125,149.4
Sivaganga,2018,Kharif,Cotton,1.194,6507.0,7770.0,767.4,29.15,191.3,18.4,183.9,7.58,0.3936,190.8
Sivaganga,2019,Kharif,Cotton,1.205,10740.0,12943.0,412.2,29.72,192.0,17.9,146.6,7.76,0.3792,175.7
Sivaganga,2020,Kharif,Cotton,1.355,8752.0,11857.0,539.8,29.4,225.8,13.5,134.1,7.09,0.4577,153.8
Sivaganga,2021,Kharif,Cotton,1.235,10372.0,12808.0,827.3,29.53,232.1,15.2,171.4,7.82,0.3891,173.1
Sivaganga,2022,Kharif,Cotton,1.17,6895.0,8066.0,511.0,30.22,191.0,16.4,161.1,7.34,0.3841,162.3
Sivaganga,2023,Kharif,Cotton,1.207,9342.0,11276.0,473.1,30.34,212.1,12.4,176.0,7.11,0.3886,204.6
Sivaganga,2003,Kharif,Groundnut,2.35,14785.0,34739.0,661.7,30.22,210.8,12.6,163.0,7.61,0.4056,133.6
Sivaganga,2003,Rabi,Groundnut,2.139,12859.0,27511.0,661.7,30.22,210.8,12.6,163.0,7.61,0.4653,133.6
Sivaganga,2003,Zaid,Groundnut,2.264,12374.0,28020.0,661.7,30.22,210.8,12.6,163.0,7.61,0.3687,133.6
Sivaganga,2004,Kharif,Groundnut,2.096,16473.0,34522.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3371,150.7
Sivaganga,2004,Rabi,Groundnut,2.202,16737.0,36861.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3274,150.7
Sivaganga,2004,Zaid,Groundnut,2.21,10699.0,23646.0,869.6,29.44,245.7,18.9,197.5,7.48,0.3268,150.7
Sivaganga,2005,Kharif,Groundnut,2.247,11900.0,26734.0,699.4,29.37,199.7,14.3,164.3,7.49,0.4487,175.8
Sivaganga,2005,Rabi,Groundnut,2.228,12055.0,26864.0,699.4,29.37,199.7,14.3,164.3,7.49,0.3383,175.8
Sivaganga,2005,Zaid,Groundnut,2.34,15573.0,36433.0,699.4,29.37,199.7,14.3,164.3,7.49,0.3384,175.8
Sivaganga,2006,Kharif,Groundnut,2.411,16330.0,39366.0,532.7,29.91,241.3,20.6,173.7,7.58,0.4628,105.7
Sivaganga,2006,Rabi,Groundnut,2.145,13295.0,28516.0,532.7,29.91,241.3,20.6,173.7,7.58,0.3539,105.7
Sivaganga,2006,Zaid,Groundnut,2.178,13206.0,28764.0,532.7,29.91,241.3,20.6,173.7,7.58,0.3353,105.7
Sivaganga,2007,Kharif,Groundnut,2.157,14592.0,31469.0,656.1,30.26,223.2,12.7,151.2,7.76,0.4315,134.6
Sivaganga,2007,Rabi,Groundnut,2.45,16587.0,40643.0,656.1,30.26,223.2,12.7,151.2,7.76,0.3365,134.6
Sivaganga,2007,Zaid,Groundnut,1.988,12426.0,24698.0,656.1,30.26,223.2,12.7,151.2,7.76,0.2961,134.6
Sivaganga,2008,Kharif,Groundnut,2.165,17653.0,38218.0,450.9,29.1,178.1,13.0,192.7,7.69,0.4223,147.3
Sivaganga,2008,Rabi,Groundnut,2.106,10686.0,22502.0,450.9,29.1,178.1,13.0,192.7,7.69,0.3263,147.3
Sivaganga,2008,Zaid,Groundnut,2.0,12244.0,24487.0,450.9,29.1,178.1,13.0,192.7,7.69,0.2708,147.3
Sivaganga,2009,Kharif,Groundnut,1.95,16522.0,32222.0,795.5,30.2,197.0,13.6,137.6,7.82,0.4394,152.8
Sivaganga,2009,Rabi,Groundnut,2.061,17197.0,35449.0,795.5,30.2,197.0,13.6,137.6,7.82,0.3329,152.8
Sivaganga,2009,Zaid,Groundnut,2.127,12584.0,26773.0,795.5,30.2,197.0,13.6,137.6,7.82,0.3302,152.8
Sivaganga,2010,Kharif,Groundnut,2.22,16401.0,36405.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3882,152.8
Sivaganga,2010,Rabi,Groundnut,1.779,15462.0,27512.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3649,152.8
Sivaganga,2010,Zaid,Groundnut,2.027,10746.0,21787.0,500.7,29.66,199.0,14.2,148.7,7.94,0.3153,152.8
Sivaganga,2011,Kharif,Groundnut,2.134,10021.0,21387.0,566.1,30.23,218.8,18.2,168.5,7.2,0.3812,152.7
Sivaganga,2011,Rabi,Groundnut,2.497,17284.0,43162.0,566.1,30.23,218.8,18.2,168.5,7.2,0.4173,152.7
